time,Xm,Xo,delta,comp_time
0.064,0.9867536880648482,1.0,0.25,0.003000497817993164
1.6640000000000001,0.9867901102883132,1.0,0.25,0.0019996166229248047
3.2640000000000002,0.9904200599116126,1.0,0.25,0.003000020980834961
4.864,0.9939751614589785,1.0,0.25,0.0029468536376953125
6.464,0.9961469553522124,1.0,0.25,0.003002166748046875
8.064,0.9986539268818513,1.0,0.25,0.0029997825622558594
9.664,0.9937839654509204,1.0,0.25,0.0019979476928710938
11.264,0.9939198321939295,1.0,0.25,0.003000020980834961
12.864,0.9925489152531772,1.0,0.25,0.001950979232788086
14.464,0.993788431212266,1.0,0.25,0.001986980438232422
16.064,0.8325366928672906,1.0,0.25,0.003025054931640625
17.664,0.7082376722590711,1.0,0.25,0.0040018558502197266
19.264,0.6130000476568527,1.0,0.25,0.0019936561584472656
20.864,0.4972889332790546,1.0,0.25,0.002984285354614258
22.464000000000002,0.37121992852709806,1.0,0.25,0.0020172595977783203
24.064,0.28262920496931354,1.0,0.25,0.0029916763305664062
25.664,0.18766468112233303,1.0,0.25,28.359967947006226
27.264,0.9248132380999448,0.06419730357983644,0.25,0.0049974918365478516
28.864,0.9407967425794652,0.06419730357983644,0.25,0.003997087478637695
30.464000000000002,0.9423814901684655,0.06419730357983644,0.25,0.003000497817993164
32.064,0.9488776782837731,0.06419730357983644,0.25,0.0030012130737304688
33.664,0.9443783810517168,0.06419730357983644,0.25,0.0030226707458496094
35.264,0.9190250702866454,0.06419730357983644,0.25,0.002016305923461914
36.864000000000004,0.9263865122313093,0.06419730357983644,0.25,0.0020296573638916016
38.464,0.9169293251988806,0.06419730357983644,0.25,0.00400090217590332
40.064,0.9091644229266098,0.06419730357983644,0.25,0.0050013065338134766
41.664,0.9093004859134273,0.06419730357983644,0.25,0.003000497817993164
43.264,0.8816720996936698,0.06419730357983644,0.25,0.005002498626708984
44.864000000000004,0.8827349733942338,0.06419730357983644,0.25,0.003002643585205078
46.464,0.9559446209805664,0.06419730357983644,0.25,0.005003213882446289
48.064,0.8006158400382124,0.06419730357983644,0.25,0.003998994827270508
49.664,0.5505833764431575,0.06419730357983644,0.25,0.004002094268798828
51.264,0.3447988962480345,0.06419730357983644,0.25,0.004003286361694336
52.864000000000004,0.1932767900575757,0.06419730357983644,0.25,65.48972821235657
54.464,0.994526700331051,0.0,0.25,0.002999544143676758
56.064,0.9974276042426942,0.0,0.25,0.0030171871185302734
57.664,0.9966649833391754,0.0,0.25,0.0020182132720947266
59.264,0.998600880547021,0.0,0.25,0.0019986629486083984
60.864000000000004,0.9977187527426556,0.0,0.25,0.002998828887939453
62.464,0.9955075222769099,0.0,0.25,0.0035130977630615234
64.06400000000001,0.9947058304749814,0.0,0.25,0.002977609634399414
65.664,0.9979557876186522,0.0,0.25,0.003019094467163086
67.264,0.9973657119408135,0.0,0.25,0.0030121803283691406
68.864,0.9989247227992395,0.0,0.25,0.0020177364349365234
70.464,0.9985335349018318,0.0,0.25,0.0020148754119873047
72.06400000000001,0.9960898909304079,0.0,0.25,0.0039980411529541016
73.664,0.9945950027705572,0.0,0.25,0.002999544143676758
75.264,0.994745940314899,0.0,0.25,0.0030260086059570312
76.864,0.990308197629933,0.0,0.25,0.002995014190673828
78.464,0.9895563933146427,0.0,0.25,0.0030145645141601562
80.06400000000001,0.9857482412925411,0.0,0.25,0.003000497817993164
