time,x,y,z,x_rot,y_rot,z_rot
1690994880.6496985,1.935024679142573,0.5950067861101548,0.2573007909257261,0.044348167157991204,0.01640007108113652,1.7376924484131626
1690994880.6571257,1.93823944858144,0.5968125380606604,0.24932548043763425,-0.0038144278959813876,-0.004118225296730598,1.7533559422964144
1690994880.6669893,1.9382266935350614,0.5962075175032132,0.2490946433990026,-0.0019314322875942165,0.0014035785134157506,1.7504285810640896
1690994880.6772783,1.9391766703399445,0.5968183726481675,0.2493966300746561,-0.005553349230189613,-0.004267000021252336,1.7533060371934834
1690994880.6875172,1.9384614798130533,0.596711717087812,0.2493659461939354,-0.0033628268777024916,-0.005369572301251042,1.753795105165307
1690994880.6970694,1.938443038518834,0.5964926531854641,0.2494082876655831,-0.002702230736567482,-0.0052355980795522955,1.7541930458412947
1690994880.70716,1.9380690890269283,0.5962304801293213,0.24918506764831588,-0.0022602432829558383,-0.00297234297982948,1.7535364128818154
1690994880.7207685,1.9348859103240765,0.595103148383064,0.2573291384410485,0.0446213873480582,0.017386942072391942,1.7375632289843765
1690994880.726785,1.9382453401422304,0.5968348427193537,0.24912384407151844,-0.004756516838561592,-0.0057043639277559515,1.7528899271344784
1690994880.7370064,1.9383913165568267,0.5962063010952893,0.24926082808514774,-0.0019744209111891165,0.0018527675702013102,1.750543259742268
1690994880.7478306,1.9374859599195546,0.5960087321448051,0.24933323490710962,-0.002658752610131419,0.002890919754442123,1.7469346380470068
1690994880.75713,1.9384368625628745,0.5967471404526978,0.2495433925836273,-0.0022381800505016695,-0.003888003469001512,1.7536299128578803
1690994880.7666163,1.9382222746591211,0.5965699216508019,0.24926285683305346,-0.004607334759933852,-0.004261169616459148,1.7526403369639865
1690994880.7771013,1.938130569355558,0.596543404367386,0.24919141304882736,-0.002322681043263182,-0.004127420296756411,1.753589430221724
1690994880.7870543,1.9384443931339557,0.596624048918049,0.24941261551414454,-0.003769300833580049,-0.0038592432704700206,1.7528522815783025
1690994880.7971761,1.9383808705175436,0.5967908793179987,0.24931674944408896,-0.003418870924268609,-0.0045672503287400735,1.7534229875556704
1690994880.8066578,1.9389230697983997,0.5961319913868482,0.2496034461222986,-0.0017343976029609662,0.0021697471317771552,1.7513673107895025
1690994880.8170297,1.9386939897616005,0.5967353678886367,0.24968010486230327,-0.002671333846305649,-0.005041832965786894,1.7544924253769731
1690994880.8271492,1.93853708781598,0.5966542942818948,0.2495246087597585,-0.0027238889480597963,-0.004442784113925692,1.7540350200415493
1690994880.8371496,1.9385413335425599,0.5966746382336373,0.24951586357731798,-0.003075963478840342,-0.005065173898011055,1.7536828160804536
1690994880.8473525,1.938255610483576,0.5967651533984607,0.24912806198380258,-0.002892298572011508,-0.00503077427351694,1.7534050480254253
1690994880.8571074,1.9384235340664528,0.5964450722078973,0.2496675820405572,-0.002828314657159911,-0.0024177897327343125,1.7549034706284177
1690994880.8667321,1.9384656071039048,0.5966578432412063,0.24938778739219283,-0.0034802471773292655,-0.004484469474858581,1.7532898855276047
1690994880.877243,1.9386505402879841,0.5965262517371951,0.24971953137241393,-0.0036985376461803328,-0.0023301687585837163,1.7537431362959932
1690994880.8870142,1.938311170844302,0.596594408796199,0.24922865191307017,-0.0038788813526473807,-0.005893377812733743,1.7536964626679818
1690994880.897127,1.9381164292882942,0.596677315120106,0.24914865983792767,-0.0031423011279336868,-0.005063067477881728,1.7534330017325706
1690994880.906698,1.9384219785476697,0.596823739956997,0.24932303809547585,-0.003992414539062694,-0.005784565298279675,1.7535789793164485
1690994880.9169612,1.9328652513761118,0.5944000071108332,0.2551159156757787,0.03769305286444035,0.017121333652774698,1.7342707677350286
1690994880.9267104,1.9399247968472466,0.5966835352415183,0.24997368771110642,-0.0029344570924732427,-0.0032755886801268917,1.7553404679931586
1690994880.9370317,1.9383763254441728,0.596575438429037,0.2491877235956391,-0.003795481150550675,-0.005249134189063074,1.7532182669684522
1690994880.9469066,1.9376257693466206,0.5959933239052785,0.2487152984586162,-0.0032970945464606063,-0.0039947306996656285,1.7526063651982948
1690994880.9566762,1.938269926652106,0.5965227257144774,0.24917924969762711,-0.004302930435086272,-0.0045408123814670845,1.7525809139790383
1690994880.9670715,1.9380536079690176,0.5966595363082627,0.24908733565802238,-0.003627735071134421,-0.004851317272260263,1.753030050173165
1690994880.9770262,1.9395731147492419,0.596814277128317,0.249865388882857,-0.00290713876424418,-0.0038253392759347495,1.7557546467174199
1690994880.986873,1.9383461646651172,0.5964006718278995,0.24929085388534272,-0.0021242542048635206,0.0021596237075597984,1.749991982171755
1690994880.9971058,1.9388507042645522,0.5962391578500439,0.24976697150731159,-0.0010414445692826068,0.0015832005035661483,1.7519658659029094
1690994881.0070999,1.9385880283874755,0.596725530546486,0.24936728368961003,-0.003881431790700787,-0.005007014119094124,1.75334683787955
1690994881.017117,1.9373591447776364,0.5957215132516858,0.24874793876641263,-0.0027101094146151613,0.0008256162592077359,1.7496603162976587
1690994881.027747,1.937553292800875,0.5955137777686186,0.24925208772440471,0.00024412034308200645,0.003975520549291378,1.7526939669598025
1690994881.037034,1.9347668908952873,0.5950935604482966,0.25685267943843554,0.04406495516239586,0.016069275765947542,1.7375764117914692
1690994881.0472305,1.9383033713616193,0.5968853570796915,0.2493457624256005,-0.0036379410559582315,-0.006010633745628198,1.7540414357154777
1690994881.0571141,1.9383530092358288,0.5962382828917578,0.2496008473674488,-0.0017969547418835651,0.004592688767392354,1.7508275513706157
1690994881.06679,1.938485705823453,0.5962486090665914,0.24946034692496333,-0.003174340839197581,0.0012724023105737117,1.7503941928477567
1690994881.0771573,1.9389004442217788,0.5958678833951497,0.24995418208954276,-0.0011341687644782258,0.005507026337286222,1.7526396410907024
1690994881.0870066,1.9379252072353172,0.5961407282355675,0.24893426543726366,-0.003148577331730141,-0.004626999436531854,1.752874356587776
1690994881.097107,1.934578191585777,0.5948950390401765,0.25682434709554514,0.04344752598953327,0.0172301994861891,1.7345700370664086
1690994881.1067047,1.935047673615368,0.5951349103061432,0.2574639683625496,0.04584228539338311,0.019155846788792147,1.7312513856473113
1690994881.1169732,1.9351809782401637,0.5955488547776402,0.2579168310919829,0.0465638610161444,0.017465519627462924,1.7262182288552947
1690994881.1270833,1.9357505215657687,0.5957088181467315,0.2582858023463635,0.04765667511891052,0.01768526339178743,1.7201179072984858
1690994881.137071,1.9358248527935982,0.5961174298639598,0.25841786223894336,0.046681503354801285,0.017039897435192557,1.708869271403125
1690994881.1467042,1.9356873352933723,0.5960527135903109,0.25763919217179815,0.04419486821306762,0.015754212656123378,1.6979449496019883
1690994881.1567647,1.9357011274602107,0.596083886327587,0.25748596186368705,0.0441499432263364,0.01762005220691002,1.6849400582900491
1690994881.1669486,1.9358858097334422,0.5964207542732639,0.2575590084254717,0.04417443399741576,0.018369879682430746,1.6712001627101063
1690994881.1770203,1.9362747047687252,0.5970321945465895,0.2577638418195073,0.043123561735512954,0.01670944790828991,1.655919571539858
1690994881.187066,1.9368402708060481,0.5980008631855197,0.2585355229069697,0.04412211178868384,0.015769494594502918,1.639678855930262
1690994881.197131,1.9372597193816243,0.5986705781111509,0.25915249681417957,0.047740277659096,0.018080685790350173,1.6212477727747414
1690994881.2068312,1.9379302844742317,0.5993140202457855,0.2591481998298633,0.04526647902158277,0.01641678689985592,1.601685384299762
1690994881.2171037,1.9382545742931323,0.599827391204101,0.25842975700002313,0.04313813139392623,0.016391115821704477,1.5801866939547633
1690994881.2272067,1.938595265705588,0.600486367208494,0.25855740725962145,0.04386569886088427,0.019611100625688875,1.555887725590607
1690994881.2369976,1.9415512581488585,0.6013876536615295,0.2498468835767029,-0.005505679215726598,-3.25856471734368e-05,1.5431382527482256
1690994881.2471771,1.9424854610682833,0.6023571431215062,0.24994783567330728,-0.008077323312261117,-0.0032897087677306184,1.518855125461327
1690994881.2570274,1.9429247976215906,0.6028216471301262,0.2506776741242865,-0.007775438104638589,-0.009790097254381425,1.4921205370187685
