time,Xm,Xo,delta,comp_time
0.064,0.9842721050184897,1.0,0.1,0.0030150413513183594
1.6640000000000001,0.979386891482481,1.0,0.1,0.005023956298828125
3.2640000000000002,0.9801347786103269,1.0,0.1,0.0029981136322021484
4.864,0.9794644339223058,1.0,0.1,0.0050356388092041016
6.464,0.31731050786291415,1.0,0.1,0.0029993057250976562
8.064,0.31731050786291415,1.0,0.1,0.003999471664428711
9.664,0.31731050786291415,1.0,0.1,0.006032705307006836
11.264,0.31731050786291415,1.0,0.1,0.005014657974243164
12.864,0.31731050786291415,1.0,0.1,0.004001617431640625
14.464,0.31731050786291415,1.0,0.1,0.005016326904296875
16.064,0.31731050786291415,1.0,0.1,0.00501704216003418
17.664,0.31731050786291415,1.0,0.1,0.0029981136322021484
19.264,0.31731050786291415,1.0,0.1,0.003020763397216797
20.864,0.31731050786291415,1.0,0.1,0.0070340633392333984
22.464000000000002,0.31731050786291415,1.0,0.1,0.004029750823974609
24.064,0.31731050786291415,1.0,0.1,0.0030281543731689453
25.664,0.31731050786291415,1.0,0.1,0.0039975643157958984
27.264,0.9693856526824443,1.0,0.1,0.003022432327270508
28.864,0.9677485419309939,1.0,0.1,0.004019260406494141
30.464000000000002,0.920344325445942,1.0,0.1,0.003998517990112305
32.064,0.9574282544818808,1.0,0.1,0.0030007362365722656
33.664,0.9565692123310143,1.0,0.1,0.0039980411529541016
35.264,0.955048139512575,1.0,0.1,0.004029989242553711
36.864000000000004,0.8924431237731667,1.0,0.1,0.005023956298828125
38.464,0.6962888377562746,1.0,0.1,0.00803828239440918
40.064,0.5234990126399679,1.0,0.1,0.00406336784362793
41.664,0.3923638232333398,1.0,0.1,0.005028247833251953
43.264,0.31083653582461623,1.0,0.1,0.007033348083496094
44.864000000000004,0.19137480123198752,1.0,0.1,0.0029497146606445312
46.464,0.11476207874190439,1.0,0.1,0.004009246826171875
48.064,0.07573252746120791,1.0,0.1,60.57446551322937
49.664,0.9640432313197815,0.5370495669980351,0.1,0.0029876232147216797
51.264,0.9438344526255711,0.5370495669980351,0.1,0.005022287368774414
52.864000000000004,0.8809966591655065,0.5370495669980351,0.1,0.00402522087097168
54.464,0.8603453410531043,0.5370495669980351,0.1,0.0030167102813720703
56.064,0.8566902154866269,0.5370495669980351,0.1,0.003000020980834961
57.664,0.8226467589188293,0.5370495669980351,0.1,0.004986763000488281
59.264,0.8770932585659919,0.5370495669980351,0.1,0.004021167755126953
60.864000000000004,0.9244657685686564,0.5370495669980351,0.1,0.0030243396759033203
62.464,0.9520475223641844,0.5370495669980351,0.1,0.0030241012573242188
64.06400000000001,0.9303386055091722,0.5370495669980351,0.1,0.003002643585205078
65.664,0.8976572646036487,0.5370495669980351,0.1,0.001977205276489258
67.264,0.857684937597033,0.5370495669980351,0.1,0.004013538360595703
68.864,0.819951669051584,0.5370495669980351,0.1,0.010992765426635742
70.464,0.7888540296038531,0.5370495669980351,0.1,0.005036830902099609
72.06400000000001,0.8211910119273054,0.5370495669980351,0.1,0.004025936126708984
73.664,0.8148574004829663,0.5370495669980351,0.1,0.004999876022338867
75.264,0.8384677358393131,0.5370495669980351,0.1,0.0050487518310546875
76.864,0.8408361636635675,0.5370495669980351,0.1,0.005022764205932617
78.464,0.8311730683021552,0.5370495669980351,0.1,0.003002643585205078
80.06400000000001,0.8107046392064508,0.5370495669980351,0.1,0.0030252933502197266
81.664,0.8247733044287091,0.5370495669980351,0.1,0.004027366638183594
83.264,0.8024401518467423,0.5370495669980351,0.1,0.011024236679077148
84.864,0.6631278736466675,0.5370495669980351,0.1,0.0030236244201660156
86.464,0.31731050786291415,0.5370495669980351,0.1,0.004030704498291016
88.06400000000001,0.31731050786291415,0.5370495669980351,0.1,0.0050220489501953125
89.664,0.31731050786291415,0.5370495669980351,0.1,0.00400090217590332
91.264,0.31731050786291415,0.5370495669980351,0.1,0.005026340484619141
92.864,0.31731050786291415,0.5370495669980351,0.1,0.004029273986816406
94.464,0.31731050786291415,0.5370495669980351,0.1,0.006075382232666016
96.06400000000001,0.31731050786291415,0.5370495669980351,0.1,0.005016326904296875
97.664,0.31731050786291415,0.5370495669980351,0.1,0.004033803939819336
99.264,0.31731050786291415,0.5370495669980351,0.1,0.004014730453491211
100.864,0.31731050786291415,0.5370495669980351,0.1,0.0030012130737304688
102.464,0.31731050786291415,0.5370495669980351,0.1,0.0039958953857421875
104.06400000000001,0.31731050786291415,0.5370495669980351,0.1,0.005027294158935547
105.664,0.2607915764246613,0.5370495669980351,0.1,0.003031492233276367
107.264,0.19373019132950758,0.5370495669980351,0.1,0.005997896194458008
108.864,0.14094638705216178,0.5370495669980351,0.1,0.0030562877655029297
110.464,0.0926398063635952,0.5370495669980351,0.1,118.01663422584534
112.06400000000001,0.9850443231527819,0.0,0.1,0.00603795051574707
113.664,0.9829661026364782,0.0,0.1,0.0030241012573242188
115.264,0.9850946731993788,0.0,0.1,0.002984285354614258
116.864,0.9894050295189305,0.0,0.1,0.012051105499267578
118.464,0.9929723818054126,0.0,0.1,0.0020160675048828125
120.06400000000001,0.9982395797588648,0.0,0.1,0.005019664764404297
121.664,0.997170461719038,0.0,0.1,0.003042459487915039
123.264,0.9941244984974613,0.0,0.1,0.0020258426666259766
124.864,0.9929826964166586,0.0,0.1,0.011020421981811523
126.464,0.9920401489786226,0.0,0.1,0.0070018768310546875
128.064,0.9893267646422532,0.0,0.1,0.00703120231628418
129.66400000000002,0.9934794913148304,0.0,0.1,0.0030243396759033203
131.264,0.9941385151380724,0.0,0.1,0.00403594970703125
132.864,0.9935500999882563,0.0,0.1,0.006034374237060547
134.464,0.995907870246741,0.0,0.1,0.0020003318786621094
136.064,0.9958871599872181,0.0,0.1,0.002974271774291992
137.66400000000002,0.9956583727148425,0.0,0.1,0.004002571105957031
139.264,0.9970339226442562,0.0,0.1,0.004021883010864258
