time,x,y,z,x_rot,y_rot,z_rot
1691595897.9990356,2.9992370097769654,0.9871020973168996,0.26425704412704104,-0.005797053153951666,0.013266946433320692,1.4952786457459553
1691595898.00839,2.999235724954268,0.987012765634065,0.2641453995163143,-0.00569873700292358,0.013089735872564312,1.4954586186948375
1691595898.0381055,2.99934120443685,0.9869119916826403,0.2642009750960991,-0.00579772277602175,0.012899648179379459,1.4959088816638797
1691595898.0514205,3.000015080895573,0.9870653702533041,0.2645131508366118,-0.007268292767562423,0.011839391986315735,1.4949428022359297
1691595898.05159,2.9994249153728645,0.9871683925975239,0.2643173943253414,-0.006383201285561197,0.01309506236073675,1.4953886807511505
1691595898.0517018,2.9993400317912298,0.9871306021057376,0.2642666130055655,-0.006146850066230495,0.013072751953490247,1.4956134137686419
1691595898.0518134,2.99463671041397,0.9876164120923671,0.2707450864475619,0.031320470166387775,0.02520773241239666,1.4782696147832917
1691595898.0599117,2.9947486854832333,0.9874526867051926,0.270824060286959,0.03119551759157929,0.02507351158634327,1.4783635143323486
1691595898.0620475,2.994618460280896,0.9874455680358072,0.27065941230054014,0.031415801661363846,0.025033931015318627,1.4783920462257842
1691595898.0621617,2.99470104273086,0.9874279305930622,0.2707809836830938,0.03126796416983575,0.024815102556705528,1.4784243482325066
1691595898.0703197,2.9989777779092868,0.9875975571461437,0.26413890619027247,-0.0050130757340878926,0.012896106043933705,1.4957233992123709
1691595898.0806382,2.9989387668342165,0.9876104062642881,0.2641027841784101,-0.005441634318928156,0.012917620007312728,1.4958008351122989
1691595898.0905488,2.9990127100259865,0.9875883867433721,0.26424402253896573,-0.0054113700026461,0.012889669058827597,1.4957836636808937
1691595898.1008723,2.999206141693726,0.9870503073126335,0.2642093187573233,-0.00569824092778677,0.013159040880776903,1.495365774457937
1691595898.1114066,2.999859772615691,0.9872305219460851,0.26456582976569426,-0.007110868750412382,0.011951418691155949,1.4944640039525503
1691595898.12128,2.9992642510612972,0.9870920714198106,0.26425653301677854,-0.0058911319067939194,0.013250166693965334,1.4952501473693567
1691595898.130584,2.9993830255115155,0.9870655283552838,0.26424627381685245,-0.006094302114337222,0.01315010756920984,1.4955666120956002
1691595898.140294,2.9991348626617693,0.9868144556308012,0.2640009625751631,-0.005588890176199896,0.012946897523644203,1.4963261494339524
1691595898.148867,2.9991317370933626,0.9868152209288487,0.26385732250623667,-0.005707349798934778,0.012208054464995047,1.496639983545562
1691595898.1605818,2.9993820027105276,0.9869512359423807,0.26424873289814366,-0.005994240320520789,0.012919072850999313,1.495839626363816
1691595898.1711993,2.999322929153089,0.9869281973890163,0.2641266805907317,-0.005834692682589506,0.012994386131661179,1.4960029448738201
1691595898.175076,3.0000082518746045,0.9871816578926714,0.2645328364287245,-0.007431804191482551,0.011612092347346455,1.4949692143184896
1691595898.1905186,2.9993892372625206,0.9870638526847672,0.2642990119958844,-0.006127349519044091,0.01328602228620058,1.4956055177743315
1691595898.2018363,2.9991583402501907,0.9870104408160967,0.26404158508443865,-0.005873005073937399,0.012812513655701022,1.4961016115712775
1691595898.2090082,2.999419624066074,0.9870922656753162,0.2642941224783476,-0.006133594373296687,0.01315121087405752,1.495631831370637
1691595898.2184517,2.999292801434891,0.9869608081306002,0.2640398738279915,-0.0057756854662212465,0.012917012713017753,1.4959436816448557
1691595898.2311578,2.999957437212833,0.986951754546454,0.26436670654446104,-0.007155561017620712,0.011520319615645343,1.4953255897616387
1691595898.2410874,2.9992821938163505,0.9868336532154459,0.2640990503475425,-0.005710652750178339,0.01288194316223912,1.4970770381211567
1691595898.2520754,2.9993358555664758,0.9870292538511359,0.2642593956785326,-0.0060242171872709055,0.013051265656130961,1.4978650540839762
1691595898.260204,2.999368173454187,0.9871834767735448,0.264389052570565,-0.006527074959977714,0.01343615613612884,1.4986795528031742
1691595898.2708004,2.9992591705755824,0.9872778212076837,0.2644064249717103,-0.006417691129691871,0.013792165202249382,1.4994048886723652
1691595898.2799618,2.999229207465629,0.9869462416779885,0.26415265357243356,-0.006338309306753018,0.012379139496864375,1.501202145971226
1691595898.2908442,2.9991506817432865,0.986783655434154,0.2640382369885528,-0.006069137022305247,0.012060640063044527,1.5021750572996941
1691595898.301057,2.9989387125489095,0.986794454909076,0.26392072049916443,-0.00604972440221561,0.01209139230362534,1.5020582247075267
1691595898.3112378,2.999038582109903,0.9869427482378379,0.26416851662461505,-0.006650524119835913,0.013387862379031574,1.5025521680610077
1691595898.3205757,2.9995885037817875,0.9874253782980016,0.2644400888577573,-0.009468983240152374,0.011742555013144338,1.5021914055112728
1691595898.3302224,2.999146833525435,0.987664279142257,0.26456421108654493,-0.008795483920130055,0.013655250885642387,1.504180466651817
1691595898.341294,2.9991667208744612,0.9879329990100455,0.2645309136477115,-0.008833443853300661,0.013919359610260853,1.5050067488206467
1691595898.3503191,2.9995679279855025,0.9883028026643094,0.26468677758193615,-0.007006131541657167,0.014305697116023187,1.5083973264381674
1691595898.3601124,2.999031642582871,0.9883339968056218,0.2642466371702491,-0.005831880542581019,0.013096762543273858,1.5099906991497618
1691595898.3710663,2.9988851644124153,0.9884937270213512,0.26403399171973846,-0.004828601826177556,0.012444643118436563,1.5118993935253722
1691595898.3730183,2.999264515971052,0.988864540702098,0.2641630462920447,-0.004463985985541111,0.012306492398263485,1.5145837507867328
1691595898.3905125,2.999430891194223,0.9891675500924965,0.2643485965049704,-0.007475625158739722,0.010663174683963673,1.5129782701712942
1691595898.4008627,2.998965408874007,0.9890622864056187,0.2643443622640446,-0.0066175780933872925,0.012644234560603094,1.5151837191216295
1691595898.4112256,2.999308963211692,0.9890311270039197,0.26456057234019825,-0.006257128924547719,0.013268291275522774,1.5177861369069436
1691595898.4180717,2.998585214476776,0.9890663288168503,0.2642525130025261,-0.006413024725971882,0.012683245760293579,1.5183310581227036
1691595898.4303741,2.998914982220736,0.9890198436310716,0.2643558729850016,-0.006037634552017832,0.013168490737857612,1.520880617620717
1691595898.4413173,2.99830342835674,0.9887885668861538,0.2640840815951665,-0.006509412970661287,0.013205381602305517,1.5210786184126712
1691595898.4506617,2.999113841394296,0.9884827685290248,0.26441158123064773,-0.010264895166498735,0.011798354246360615,1.5191198551776517
1691595898.4604542,2.994875610534909,0.9875452685388637,0.2707704539051833,0.03076722548348277,0.023670715281277333,1.5105124370643428
1691595898.4628155,2.9943396626491747,0.9891338614869251,0.27137065609635813,0.031173167051240406,0.02529652540314909,1.5095589358491515
1691595898.4811206,2.99414184121567,0.9891385570506824,0.27091432633044,0.02724558569128246,0.02373431992597538,1.5091665398271426
1691595898.4907765,2.9941641500640968,0.987742042142868,0.27022718147131425,0.029847551746595355,0.023480101870238173,1.5140952536301397
1691595898.5009577,2.994117511008178,0.9878225524357848,0.2703183760734766,0.03070897345265746,0.023603144328634158,1.5156257034324885
1691595898.510427,2.9940851940456787,0.9880440122515974,0.2702993310462067,0.030474321049852298,0.023706293561410605,1.516533497042319
1691595898.521868,2.9940181157589416,0.9881405739566295,0.2703617179057979,0.030649129628174065,0.02372310830397046,1.5180015906710738
1691595898.5302424,2.994115185190098,0.9882912058469112,0.2705488598062121,0.030632231197856442,0.02390128077463251,1.519211074591211
1691595898.5411117,2.9940630339709604,0.9882425290410118,0.2704525756286276,0.030815724359229905,0.023813034353659942,1.520990383724755
1691595898.5503922,2.9940294073086253,0.988201638343131,0.27033569506635774,0.030484252711183477,0.02330599861879564,1.5227600789597495
1691595898.5584948,2.993940431262266,0.9881546350597864,0.2701301428840428,0.03032641268373075,0.02307111868136007,1.5243552206433792
1691595898.57101,2.9938963407196284,0.9880120414458061,0.270322355788487,0.030330835238908928,0.025146578909054938,1.522863529767196
1691595898.5803216,2.9939097768162686,0.9880645001720326,0.27036824632315887,0.029748892426453063,0.025231605815116232,1.5242390731851465
1691595898.5906124,2.9939879193396846,0.9879560440928764,0.2704248954044162,0.029191591500829537,0.02498000720771261,1.525928771111932
1691595898.601593,2.9940495393367192,0.9878245627218672,0.2704802516123477,0.02913175053225915,0.024939025885491874,1.5274052011783736
1691595898.61145,2.9937945381527142,0.9877007372541563,0.2703035198532628,0.029076150738169226,0.024816859653028246,1.5292741278908153
1691595898.6207066,2.9941004628284316,0.9878816852139726,0.27046206717570004,0.030306498745957568,0.02320908631298184,1.5342339245841674
1691595898.630667,2.993951531054314,0.9880441791057767,0.27034872733627313,0.030157766845695193,0.023142892286872163,1.5355154735425218
1691595898.640894,2.9940791636666186,0.9882262731495218,0.26997144125160727,0.025454426907900844,0.02018170830987203,1.5356841976873787
1691595898.6502032,2.994145258841295,0.9883038811756432,0.2702345936047474,0.02581729084257566,0.020798869959664994,1.537310205342125
1691595898.6625447,2.9941330438222504,0.9883332667299803,0.27028380602117646,0.02597319113322624,0.020795788326586125,1.5387019430847602
1691595898.6705284,2.9938523154514076,0.9881840349077272,0.27052092880566375,0.029072308043499962,0.022878657043623858,1.5410567042756471
1691595898.680134,2.993401885506379,0.9883982594985155,0.27009763881107446,0.02792016867201522,0.02123106581149503,1.5418096459220874
1691595898.6917775,2.9934532696021794,0.9885739833838006,0.27007060858049287,0.02807295885854744,0.02119085602608525,1.543000946526442
1691595898.7000813,2.9930990322004223,0.988584004140222,0.2703285873348457,0.03092029171812924,0.02351570470061477,1.5453910358500356
1691595898.7110443,2.9930934458780594,0.9888279732391243,0.27048169495752045,0.030410492016922565,0.02379401375100237,1.5464117820756016
1691595898.7202122,2.993118925149837,0.9888653083160341,0.2705460288094242,0.029773740839107863,0.023781457335053373,1.5477288842402648
1691595898.7309484,2.9930686657733374,0.9898998030828243,0.2711611114160312,0.029860024443122447,0.025418590489616307,1.5466675552362248
1691595898.741184,2.992943459043405,0.9894963165114596,0.27096495254748376,0.030060805834199365,0.024907614209038365,1.5494107850727303
1691595898.750061,2.9931155031099097,0.9895754768774967,0.27169548391820675,0.03589132624293415,0.024228655793129536,1.5535187512123585
