time,Xm,Xo,delta,comp_time
0.064,0.9842721050184897,1,0.0,0.003022909164428711
1.6640000000000001,0.979386891482481,1,0.0,0.011031150817871094
3.2640000000000002,0.9801347786103269,1,0.0,0.0030219554901123047
4.864,0.9794644339223058,1,0.0,0.006034374237060547
6.464,0.31731050786291415,1,0.0,0.005999565124511719
8.064,0.31731050786291415,1,0.0,0.002992868423461914
9.664,0.31731050786291415,1,0.0,0.003004312515258789
11.264,0.31731050786291415,1,0.0,0.0030024051666259766
12.864,0.31731050786291415,1,0.0,0.0069959163665771484
14.464,0.31731050786291415,1,0.0,0.0020248889923095703
16.064,0.31731050786291415,1,0.0,0.003002166748046875
17.664,0.31731050786291415,1,0.0,0.002997875213623047
19.264,0.31731050786291415,1,0.0,0.00202178955078125
20.864,0.31731050786291415,1,0.0,0.0050525665283203125
22.464000000000002,0.31731050786291415,1,0.0,0.004000186920166016
24.064,0.31731050786291415,1,0.0,0.001998424530029297
25.664,0.31731050786291415,1,0.0,0.003023862838745117
27.264,0.9693856526824443,1,0.0,0.0019996166229248047
28.864,0.9677485419309939,1,0.0,0.0020101070404052734
30.464000000000002,0.920344325445942,1,0.0,0.003000020980834961
32.064,0.9574282544818808,1,0.0,0.003999471664428711
33.664,0.9565692123310143,1,0.0,0.004998922348022461
35.264,0.9611528495400019,1,0.0,0.0049648284912109375
36.864000000000004,0.9072097330109163,1,0.0,0.0030002593994140625
38.464,0.7005595716635309,1,0.0,0.004019021987915039
40.064,0.5424682298093657,1,0.0,0.002999544143676758
41.664,0.4175211475480687,1,0.0,0.0030231475830078125
43.264,0.3615065985685022,1,0.0,0.003023386001586914
44.864000000000004,0.23128547247013614,1,0.0,0.003000020980834961
46.464,0.13381987663396822,1,0.0,0.011999368667602539
48.064,0.09451745242751249,1,0.0,0.003011465072631836
49.664,0.053037048414582094,1,0.0,0.013049602508544922
51.264,0.028911324826893077,1,0.0,0.002014636993408203
52.864000000000004,0.0166852566209586,1,0.0,0.0070378780364990234
54.464,0.007549904382637961,1,0.0,0.001986980438232422
56.064,0.003507389282738423,1,0.0,0.005001068115234375
57.664,0.0015264630065778388,1,0.0,0.002023458480834961
59.264,0.0013642015842287418,1,0.0,0.002000093460083008
60.864000000000004,0.0005463649160628809,1,0.0,0.010988235473632812
62.464,0.00016546639410800032,1,0.0,0.002001047134399414
64.06400000000001,5.704948209591628e-05,1,0.0,0.05097198486328125
65.664,2.1839479902280074e-05,1,0.0,0.0030248165130615234
67.264,1.0499913946108609e-05,1,0.0,0.003002166748046875
68.864,1.0498736753768321e-05,1,0.0,0.003017425537109375
70.464,1.337585485924433e-05,1,0.0,0.003999471664428711
72.06400000000001,4.410594543422318e-06,1,0.0,0.003029346466064453
73.664,1.18218495055759e-06,1,0.0,0.0030231475830078125
75.264,4.0416678429511113e-07,1,0.0,0.00503087043762207
76.864,1.2637906428640123e-07,1,0.0,0.003998994827270508
78.464,4.17476675218531e-08,1,0.0,0.002020597457885742
80.06400000000001,0.0,1,0.0,0.0
81.664,0.0,1,0.0,0.0
83.264,0.0,1,0.0,0.0
84.864,0.0,1,0.0,0.0
86.464,0.0,1,0.0,0.0
88.06400000000001,0.0,1,0.0,0.0
89.664,0.0,1,0.0,0.0
91.264,0.0,1,0.0,0.0
92.864,0.0,1,0.0,0.0
94.464,0.0,1,0.0,0.0
96.06400000000001,0.0,1,0.0,0.0
97.664,0.0,1,0.0,0.0
99.264,0.0,1,0.0,0.0
100.864,0.0,1,0.0,0.0
102.464,0.0,1,0.0,0.0
104.06400000000001,0.0,1,0.0,0.0
105.664,0.0,1,0.0,0.0
107.264,0.0,1,0.0,0.0
108.864,0.0,1,0.0,0.0
110.464,0.0,1,0.0,0.0
112.06400000000001,0.0,1,0.0,0.0
113.664,0.0,1,0.0,0.0
115.264,0.0,1,0.0,0.0
116.864,0.0,1,0.0,0.0009996891021728516
118.464,0.0,1,0.0,0.0
120.06400000000001,0.0,1,0.0,0.0
121.664,0.0,1,0.0,0.0
123.264,0.0,1,0.0,0.0
124.864,0.0,1,0.0,0.0
126.464,0.0,1,0.0,0.0
128.064,0.0,1,0.0,0.0
129.66400000000002,0.0,1,0.0,0.0
131.264,0.0,1,0.0,0.0
132.864,0.0,1,0.0,0.0
134.464,0.0,1,0.0,0.0
136.064,0.0,1,0.0,0.0
137.66400000000002,0.0,1,0.0,0.0
139.264,0.0,1,0.0,0.0
